Date,Shape,Spacing_cm,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2025-01-05,Flat,93,5.18,23.23,20.36,84.8,0.008,67.84,0.006,0.43,0.67
2025-01-05,V-Shape,62,5.44,23.23,26.37,82.9,0.008,66.32,0.007,0.45,0.67
2025-01-05,V-Shape,77,5.44,23.23,22.37,84.16,0.008,67.33,0.007,0.45,0.67
2025-01-05,V-Shape,93,5.44,23.23,19.37,85.11,0.008,68.09,0.007,0.46,0.67
2025-01-05,Inverted-V,62,5.59,23.23,25.37,83.21,0.008,66.57,0.007,0.46,0.67
2025-01-05,Inverted-V,77,5.59,23.23,21.37,84.48,0.008,67.58,0.007,0.47,0.67
2025-01-05,Inverted-V,93,5.59,23.23,18.37,85.43,0.008,68.34,0.007,0.47,0.67
2025-01-06,Flat,62,5.45,22.93,27.07,82.67,0.008,66.14,0.007,0.45,0.67
2025-01-06,Flat,77,5.45,22.93,23.07,83.94,0.008,67.15,0.007,0.45,0.67
2025-01-06,Flat,93,5.45,22.93,20.07,84.89,0.008,67.91,0.007,0.46,0.67
2025-01-06,V-Shape,62,5.72,22.93,26.07,82.99,0.008,66.39,0.007,0.47,0.67
2025-01-06,V-Shape,77,5.72,22.93,22.07,84.25,0.008,67.4,0.007,0.48,0.67
2025-01-06,V-Shape,93,5.72,22.93,19.07,85.2,0.008,68.16,0.007,0.48,0.67
2025-01-06,Inverted-V,62,5.89,22.93,25.08,83.3,0.009,66.64,0.007,0.49,0.67
2025-01-06,Inverted-V,77,5.89,22.93,21.08,84.57,0.009,67.66,0.007,0.49,0.67
2025-01-06,Inverted-V,93,5.89,22.93,18.08,85.52,0.009,68.42,0.007,0.49,0.67
2025-01-07,Flat,62,5.57,23.84,27.98,82.38,0.008,65.91,0.007,0.46,0.67
2025-01-07,Flat,77,5.57,23.84,23.98,83.65,0.008,66.92,0.007,0.46,0.67
2025-01-07,Flat,93,5.57,23.84,20.98,84.6,0.008,67.68,0.007,0.46,0.67
2025-01-07,V-Shape,62,5.85,23.84,26.99,82.7,0.009,66.16,0.007,0.48,0.67
2025-01-07,V-Shape,77,5.85,23.84,22.99,83.97,0.009,67.17,0.007,0.48,0.67
2025-01-07,V-Shape,93,5.85,23.84,19.99,84.92,0.009,67.93,0.007,0.49,0.67
2025-01-07,Inverted-V,62,6.02,23.84,25.99,83.01,0.009,66.41,0.007,0.49,0.67
2025-01-07,Inverted-V,77,6.02,23.84,21.99,84.28,0.009,67.42,0.007,0.5,0.67
2025-01-07,Inverted-V,93,6.02,23.84,18.99,85.23,0.009,68.18,0.007,0.5,0.67
2025-01-08,Flat,62,5.12,23.93,28.06,82.36,0.008,65.89,0.006,0.42,0.67
2025-01-08,Flat,77,5.12,23.93,24.06,83.63,0.008,66.9,0.006,0.42,0.67
2025-01-08,Flat,93,5.12,23.93,21.06,84.58,0.008,67.66,0.006,0.43,0.67
2025-01-08,V-Shape,62,5.38,23.93,27.06,82.67,0.008,66.14,0.007,0.44,0.67
2025-01-08,V-Shape,77,5.38,23.93,23.06,83.94,0.008,67.15,0.007,0.45,0.67
2025-01-08,V-Shape,93,5.38,23.93,20.06,84.89,0.008,67.91,0.007,0.45,0.67
2025-01-08,Inverted-V,62,5.53,23.93,26.07,82.99,0.008,66.39,0.007,0.45,0.67
2025-01-08,Inverted-V,77,5.53,23.93,22.07,84.26,0.008,67.41,0.007,0.46,0.67
2025-01-08,Inverted-V,93,5.53,23.93,19.07,85.21,0.008,68.16,0.007,0.46,0.67
2025-01-17,Flat,62,5.39,24.42,28.55,82.2,0.008,65.76,0.007,0.44,0.67
2025-01-17,Flat,77,5.39,24.42,24.55,83.47,0.008,66.78,0.007,0.44,0.67
2025-01-17,Flat,93,5.39,24.42,21.55,84.42,0.008,67.54,0.007,0.45,0.67
2025-01-17,V-Shape,62,5.66,24.42,27.56,82.52,0.008,66.01,0.007,0.46,0.67
2025-01-17,V-Shape,77,5.66,24.42,23.56,83.78,0.008,67.03,0.007,0.47,0.67
2025-01-17,V-Shape,93,5.66,24.42,20.56,84.73,0.008,67.79,0.007,0.47,0.67
2025-01-17,Inverted-V,62,5.82,24.42,26.57,82.83,0.009,66.27,0.007,0.48,0.67
2025-01-17,Inverted-V,77,5.82,24.42,22.57,84.1,0.009,67.28,0.007,0.48,0.67
2025-01-17,Inverted-V,93,5.82,24.42,19.57,85.05,0.009,68.04,0.007,0.49,0.67
2025-01-24,Flat,62,5.3,24.4,28.53,82.21,0.008,65.77,0.007,0.43,0.67
2025-01-24,Flat,77,5.3,24.4,24.53,83.48,0.008,66.78,0.007,0.44,0.67
2025-01-24,Flat,93,5.3,24.4,21.53,84.43,0.008,67.54,0.007,0.44,0.67
2025-01-24,V-Shape,62,5.57,24.4,27.54,82.52,0.008,66.02,0.007,0.46,0.67
2025-01-24,V-Shape,77,5.57,24.4,23.54,83.79,0.008,67.03,0.007,0.46,0.67
2025-01-24,V-Shape,93,5.57,24.4,20.54,84.74,0.008,67.79,0.007,0.46,0.67
2025-01-24,Inverted-V,62,5.73,24.4,26.54,82.84,0.008,66.27,0.007,0.47,0.67
2025-01-24,Inverted-V,77,5.73,24.4,22.54,84.11,0.008,67.28,0.007,0.48,0.67
2025-01-24,Inverted-V,93,5.73,24.4,19.54,85.06,0.008,68.04,0.007,0.48,0.67
2025-01-25,Flat,62,5.22,24.86,28.99,82.06,0.008,65.65,0.006,0.43,0.67
2025-01-25,Flat,77,5.22,24.86,24.99,83.33,0.008,66.66,0.006,0.43,0.67
2025-01-25,Flat,93,5.22,24.86,21.99,84.28,0.008,67.42,0.006,0.43,0.67
2025-01-25,V-Shape,62,5.48,24.86,28.0,82.38,0.008,65.9,0.007,0.45,0.67
2025-01-25,V-Shape,77,5.48,24.86,24.0,83.65,0.008,66.92,0.007,0.45,0.67
2025-01-25,V-Shape,93,5.48,24.86,21.0,84.6,0.008,67.68,0.007,0.46,0.67
2025-01-25,Inverted-V,62,5.64,24.86,27.0,82.69,0.008,66.16,0.007,0.46,0.67
2025-01-25,Inverted-V,77,5.64,24.86,23.0,83.96,0.008,67.17,0.007,0.47,0.67
2025-01-25,Inverted-V,93,5.64,24.86,20.0,84.91,0.008,67.93,0.007,0.47,0.67
2025-01-26,Flat,62,5.53,24.3,28.44,82.24,0.008,65.79,0.007,0.45,0.67
2025-01-26,Flat,77,5.53,24.3,24.44,83.51,0.008,66.8,0.007,0.46,0.67
2025-01-26,Flat,93,5.53,24.3,21.44,84.46,0.008,67.56,0.007,0.46,0.67
2025-01-26,V-Shape,62,5.8,24.3,27.45,82.55,0.009,66.04,0.007,0.47,0.67
2025-01-26,V-Shape,77,5.8,24.3,23.45,83.82,0.009,67.06,0.007,0.48,0.67
2025-01-26,V-Shape,93,5.8,24.3,20.45,84.77,0.009,67.82,0.007,0.48,0.67
2025-01-26,Inverted-V,62,5.97,24.3,26.45,82.87,0.009,66.3,0.007,0.49,0.67
2025-01-26,Inverted-V,77,5.97,24.3,22.45,84.14,0.009,67.31,0.007,0.5,0.67
2025-01-26,Inverted-V,93,5.97,24.3,19.45,85.09,0.009,68.07,0.007,0.5,0.67
2025-01-27,Flat,62,6.27,24.24,28.4,82.25,0.009,65.8,0.008,0.51,0.67
2025-01-27,Flat,77,6.27,24.24,24.4,83.52,0.009,66.82,0.008,0.52,0.67
2025-01-27,Flat,93,6.27,24.24,21.4,84.47,0.009,67.58,0.008,0.52,0.67
2025-01-27,V-Shape,62,6.59,24.24,27.4,82.57,0.01,66.05,0.008,0.54,0.67
2025-01-27,V-Shape,77,6.59,24.24,23.4,83.83,0.01,67.07,0.008,0.55,0.67
2025-01-27,V-Shape,93,6.59,24.24,20.4,84.78,0.01,67.83,0.008,0.55,0.67
2025-01-27,Inverted-V,62,6.77,24.24,26.41,82.88,0.01,66.31,0.008,0.56,0.67
2025-01-27,Inverted-V,77,6.77,24.24,22.41,84.15,0.01,67.32,0.008,0.56,0.67
2025-01-27,Inverted-V,93,6.77,24.24,19.41,85.1,0.01,68.08,0.008,0.57,0.67
2025-01-28,Flat,62,5.68,24.97,29.11,82.03,0.008,65.62,0.007,0.46,0.67
2025-01-28,Flat,77,5.68,24.97,25.11,83.29,0.008,66.63,0.007,0.47,0.67
2025-01-28,Flat,93,5.68,24.97,22.11,84.24,0.008,67.39,0.007,0.47,0.67
2025-01-28,V-Shape,62,5.96,24.97,28.12,82.34,0.009,65.87,0.007,0.49,0.67
2025-01-28,V-Shape,77,5.96,24.97,24.12,83.61,0.009,66.89,0.007,0.49,0.67
2025-01-28,V-Shape,93,5.96,24.97,21.12,84.56,0.009,67.65,0.007,0.5,0.67
2025-01-28,Inverted-V,62,6.13,24.97,27.12,82.66,0.009,66.12,0.008,0.5,0.67
2025-01-28,Inverted-V,77,6.13,24.97,23.12,83.92,0.009,67.14,0.008,0.51,0.67
2025-01-28,Inverted-V,93,6.13,24.97,20.12,84.87,0.009,67.9,0.008,0.51,0.67
